pair_id,team_a_code,team_a_name,team_b_code,team_b_name,pool_key,meetings_count,first_meeting_date,latest_meeting_date,first_winner_code,latest_winner_code,first_point_margin_team_a,latest_point_margin_team_a,margin_shift_team_a,winner_changed
B18BVJVB2NE__B18PVJVB4NE,B18BVJVB2NE,Blast 18 Blaze,B18PVJVB4NE,PV Boys 18 4,B18,2,2026-01-19,2026-01-31,B18PVJVB4NE,B18PVJVB4NE,-17.0,-8.0,9.0,False
B18NESVC2NE__B18SJVBC2NE,B18NESVC2NE,NE Storm 18 Squall,B18SJVBC2NE,South County Juniors Boys 18's Gold,B18,2,2025-11-22,2025-11-23,B18SJVBC2NE,B18SJVBC2NE,-14.0,-5.0,9.0,False
B15CORE11GE__B15TACCU1GE,B15CORE11GE,CORE Boys 15 Platinum,B15TACCU1GE,Accuracy 15 Champ,B15,2,2026-02-06,2026-02-08,B15CORE11GE,B15CORE11GE,8.0,16.0,8.0,False
B15LEGIO1XL__B15SJJVB2NE,B15LEGIO1XL,TeamLVC Boys 15 Black,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,2,2025-12-20,2026-03-15,B15LEGIO1XL,B15LEGIO1XL,7.0,15.0,8.0,False
B17CAPIT1XL__B18LEGIO1XL,B17CAPIT1XL,CSVC 17 BIG SLIDE,B18LEGIO1XL,TeamLVC Boys 18 Black,MIXED,2,2025-12-20,2025-12-21,B17CAPIT1XL,B17CAPIT1XL,6.0,14.0,8.0,False
B17MMVBC1NE__B17RRJVB3NE,B17MMVBC1NE,Mayhem 17 1,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2,2025-11-22,2026-02-01,B17MMVBC1NE,B17MMVBC1NE,7.0,15.0,8.0,False
B14117752XX__B14SJJVB1NE,B14117752XX,ValleyVBC Elite Boys,B14SJJVB1NE,SMASH Boys 14-1,B14,2,2026-01-31,2026-03-15,B14SJJVB1NE,B14SJJVB1NE,-26.0,-19.0,7.0,False
B16118971XX__B16HKJVB2NE,B16118971XX,Supreme 16-1,B16HKJVB2NE,Husky 16.2,B16,2,2026-01-31,2026-03-14,B16118971XX,B16118971XX,13.0,20.0,7.0,False
B17RRJVB1NE__B17SJVBC1NE,B17RRJVB1NE,Boston United Boys 17 National 1,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2,2026-02-08,2026-03-14,B17RRJVB1NE,B17RRJVB1NE,-0.0,7.0,7.0,False
B18LEGIO1XL__B18MCJVB1NE,B18LEGIO1XL,TeamLVC Boys 18 Black,B18MCJVB1NE,Mill City 18's,B18,2,2025-12-20,2026-03-14,B18LEGIO1XL,B18LEGIO1XL,4.0,11.0,7.0,False
B14MVPVA1NE__B14TACCU1GE,B14MVPVA1NE,MVP BOS 14 Black,B14TACCU1GE,Accuracy 14 Champ,B14,2,2025-11-22,2026-02-06,B14TACCU1GE,B14TACCU1GE,-22.0,-16.0,6.0,False
B15RRJVB2NE__B15SJJVB1NE,B15RRJVB2NE,Boston United Boys 15 Select 1,B15SJJVB1NE,SMASH Boys 15-1,B15,2,2026-03-14,2026-03-15,B15SJJVB1NE,B15SJJVB1NE,-20.0,-14.0,6.0,False
B17ALLIN1FL__B17CAPIT1XL,B17ALLIN1FL,AVA 17 Boys,B17CAPIT1XL,CSVC 17 BIG SLIDE,B17,2,2026-02-06,2026-02-08,B17CAPIT1XL,B17CAPIT1XL,-12.0,-6.0,6.0,False
B17NESVC1NE__B17TTVBC1NE,B17NESVC1NE,NE Storm 17 Tsunami,B17TTVBC1NE,SLAM 17 1 Boys,B17,2,2025-11-22,2026-01-18,B17NESVC1NE,B17NESVC1NE,1.0,7.0,6.0,False
B15LCVBC1GE__B15NYCIV1GE,B15LCVBC1GE,Legacy Boys 15 Premier,B15NYCIV1GE,NYC Impact 15 National,B15,2,2026-02-06,2026-02-08,B15NYCIV1GE,B15NYCIV1GE,-9.0,-4.0,5.0,False
B17HKJVB3NE__B17NYCVA1GE,B17HKJVB3NE,Husky 17.3,B17NYCVA1GE,NYC VBA 17 Downtown,B17,2,2026-01-31,2026-02-01,B17NYCVA1GE,B17NYCVA1GE,-12.0,-7.0,5.0,False
B17MVPVA2NE__B17SPTMC6GE,B17MVPVA2NE,MVP BOS 17 Blue,B17SPTMC6GE,Sportime 17 Lynbrook 2,B17,2,2026-02-06,2026-02-07,B17SPTMC6GE,B17SPTMC6GE,-12.0,-7.0,5.0,False
B17PVJVB1NE__B17SJJVB2NE,B17PVJVB1NE,PV Boys 17 1,B17SJJVB2NE,SMASH Boys 17 Chaos,B17,2,2026-01-31,2026-02-01,B17SJJVB2NE,B17SJJVB2NE,-13.0,-8.0,5.0,False
B18118281XX__B18RRJVB2NE,B18118281XX,PWVolleyball 18 1,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2026-01-18,2026-03-14,B18118281XX,B18118281XX,9.0,14.0,5.0,False
B18LHVBC2NE__B18PVJVB4NE,B18LHVBC2NE,LHV Boys 18-2 Blitz,B18PVJVB4NE,PV Boys 18 4,B18,2,2026-01-17,2026-01-31,B18LHVBC2NE,B18LHVBC2NE,14.0,19.0,5.0,False
B14SJJVB1NE__B14SJJVB2NE,B14SJJVB1NE,SMASH Boys 14-1,B14SJJVB2NE,SMASH Boys 14's Thunder,B14,2,2025-12-20,2026-03-15,B14SJJVB1NE,B14SJJVB1NE,24.0,28.0,4.0,False
B16RRJVB3NE__B16SAVBC1XL,B16RRJVB3NE,Boston United Boys 16 Select 1,B16SAVBC1XL,Sporting Albany Boys 16u,B16,2,2026-01-31,2026-03-15,B16SAVBC1XL,B16SAVBC1XL,-20.0,-16.0,4.0,False
B17MVPVA2NE__B17XTREM1GE,B17MVPVA2NE,MVP BOS 17 Blue,B17XTREM1GE,Xtreme 17 National Braulio,B17,2,2026-02-07,2026-02-08,B17MVPVA2NE,B17MVPVA2NE,4.0,8.0,4.0,False
B18CAPIT1XL__B18PVJVB2NE,B18CAPIT1XL,CSVC 18 HAYSTACK,B18PVJVB2NE,PV Boys 18 2,B18,2,2025-12-20,2025-12-21,B18CAPIT1XL,B18CAPIT1XL,7.0,11.0,4.0,False
B15HKJVB1NE__B15SJJVB1NE,B15HKJVB1NE,Husky 15.1,B15SJJVB1NE,SMASH Boys 15-1,B15,2,2026-01-31,2026-03-14,B15SJJVB1NE,B15SJJVB1NE,-19.0,-16.0,3.0,False
B16LHVBC2NE__B16NESVC2NE,B16LHVBC2NE,LHV Boys 16-2 Hunters,B16NESVC2NE,NE Storm 16 Monsoon,B16,2,2025-11-22,2025-11-23,B16NESVC2NE,B16NESVC2NE,-17.0,-14.0,3.0,False
B17CAMYV1NE__B17LHVBC1NE,B17CAMYV1NE,CYVB 17 1,B17LHVBC1NE,LHV Boys 17-1 Ubuntu,B17,2,2025-11-22,2025-11-23,B17LHVBC1NE,B17LHVBC1NE,-12.0,-9.0,3.0,False
B17NESVC1NE__B17TTVBC2NE,B17NESVC1NE,NE Storm 17 Tsunami,B17TTVBC2NE,SLAM 17 2 Boys,B17,2,2026-01-19,2026-03-14,B17NESVC1NE,B17NESVC1NE,12.0,15.0,3.0,False
B18CAPIT1XL__B18NEVBC3NE,B18CAPIT1XL,CSVC 18 HAYSTACK,B18NEVBC3NE,NEVBC Boys 18 Blue,B18,2,2026-03-14,2026-03-15,B18CAPIT1XL,B18CAPIT1XL,16.0,19.0,3.0,False
B18CORE11GE__B18UNVBC1NE,B18CORE11GE,CORE Boys 18 Platinum,B18UNVBC1NE,Unity 18 Boys National Vikings,B18,2,2026-02-06,2026-02-07,B18CORE11GE,B18CORE11GE,15.0,18.0,3.0,False
B18LHVBC2NE__B18NESVC1NE,B18LHVBC2NE,LHV Boys 18-2 Blitz,B18NESVC1NE,NE Storm 18 Thunder,B18,2,2025-11-23,2026-01-17,B18NESVC1NE,B18NESVC1NE,-7.0,-4.0,3.0,False
B18MMVBC2NE__B18RRJVB2NE,B18MMVBC2NE,Mayhem 18 2,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2025-11-22,2026-02-01,B18MMVBC2NE,B18MMVBC2NE,10.0,13.0,3.0,False
B16BVJVB2NE__B16CAPIT1XL,B16BVJVB2NE,Blast 16 Pyro,B16CAPIT1XL,CSVC 16 WOLFJAW,B16,2,2026-01-18,2026-03-14,B16CAPIT1XL,B16CAPIT1XL,-15.0,-13.0,2.0,False
B16LEGIO1XL__B16TTVBC1NE,B16LEGIO1XL,TeamLVC Boys 16 Black,B16TTVBC1NE,SLAM 16 1 Boys,B16,2,2026-01-17,2026-03-14,B16LEGIO1XL,B16LEGIO1XL,18.0,20.0,2.0,False
B16MCJVB2NE__B16SAVBC1XL,B16MCJVB2NE,Mill City 16 Royal,B16SAVBC1XL,Sporting Albany Boys 16u,B16,2,2025-12-21,2026-03-14,B16SAVBC1XL,B16SAVBC1XL,-20.0,-18.0,2.0,False
B17MVPVA2NE__B17NESVC3NE,B17MVPVA2NE,MVP BOS 17 Blue,B17NESVC3NE,NE Storm 17 Wildfire,B17,2,2025-11-22,2025-11-23,B17NESVC3NE,B17NESVC3NE,-6.0,-4.0,2.0,False
B17RIVAL1GE__B17XTREM1GE,B17RIVAL1GE,Rival 17’s,B17XTREM1GE,Xtreme 17 National Braulio,B17,2,2026-02-06,2026-02-07,B17RIVAL1GE,B17RIVAL1GE,5.0,7.0,2.0,False
B18MCJVB1NE__B18MVNER1NE,B18MCJVB1NE,Mill City 18's,B18MVNER1NE,Meraki VB 18 1,B18,2,2025-11-22,2026-01-31,B18MVNER1NE,B18MVNER1NE,-11.0,-9.0,2.0,False
B15NEVBC3NE__B15SJVBC1NE,B15NEVBC3NE,NEVBC Boys 15 Blue,B15SJVBC1NE,South County Juniors Boys 15 1,B15,2,2025-11-23,2026-03-15,B15SJVBC1NE,B15SJVBC1NE,-11.0,-10.0,1.0,False
B16HKJVB1NE__B16SJJVB1NE,B16HKJVB1NE,Husky 16.1,B16SJJVB1NE,SMASH Boys 16-1,B16,2,2026-01-31,2026-02-01,B16SJJVB1NE,B16SJJVB1NE,-11.0,-10.0,1.0,False
B16MCJVB1NE__B16SJVBC1NE,B16MCJVB1NE,Mill City 16's,B16SJVBC1NE,South County Juniors Boys 16's Blue,B16,2,2025-11-22,2026-03-14,B16MCJVB1NE,B16MCJVB1NE,6.0,7.0,1.0,False
B18BVJVB1NE__B18RRJVB2NE,B18BVJVB1NE,Blast 18 Fire,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2026-01-19,2026-03-14,B18BVJVB1NE,B18BVJVB1NE,24.0,25.0,1.0,False
B18BVJVB2NE__B18NESVC2NE,B18BVJVB2NE,Blast 18 Blaze,B18NESVC2NE,NE Storm 18 Squall,B18,2,2025-11-22,2026-03-14,B18NESVC2NE,B18NESVC2NE,-12.0,-11.0,1.0,False
B18CAPIT1XL__B18VENGE1OV,B18CAPIT1XL,CSVC 18 HAYSTACK,B18VENGE1OV,18 - Lusher,B18,2,2026-02-07,2026-02-08,B18VENGE1OV,B18VENGE1OV,-9.0,-8.0,1.0,False
B14CAPIT2XL__B14LHVBC1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14LHVBC1NE,LHV Boys 14-1 Premier,B14,2,2026-01-18,2026-01-19,B14LHVBC1NE,B14LHVBC1NE,-10.0,-10.0,0.0,False
B15NEVBC1NE__B15RRJVB2NE,B15NEVBC1NE,NEVBC Boys 15.1,B15RRJVB2NE,Boston United Boys 15 Select 1,B15,2,2026-01-31,2026-02-01,B15NEVBC1NE,B15NEVBC1NE,17.0,17.0,0.0,False
B16CAPIT1XL__B16RRJVB3NE,B16CAPIT1XL,CSVC 16 WOLFJAW,B16RRJVB3NE,Boston United Boys 16 Select 1,B16,2,2026-01-17,2026-03-14,B16CAPIT1XL,B16CAPIT1XL,3.0,3.0,0.0,False
B16LHVBC2NE__B16MVPVA2NE,B16LHVBC2NE,LHV Boys 16-2 Hunters,B16MVPVA2NE,MVP BOS 16 Blue,B16,2,2026-01-31,2026-02-01,B16LHVBC2NE,B16LHVBC2NE,9.0,9.0,0.0,False
B16MCJVB2NE__B16NEVBC3NE,B16MCJVB2NE,Mill City 16 Royal,B16NEVBC3NE,NEVBC Boys 16 Blue,B16,2,2025-11-22,2025-11-23,B16NEVBC3NE,B16NEVBC3NE,-1.0,-1.0,0.0,False
B17BVJVB1NE__B17TTVBC2NE,B17BVJVB1NE,Blast 17 Ignite,B17TTVBC2NE,SLAM 17 2 Boys,B17,2,2025-11-23,2026-03-14,B17BVJVB1NE,B17BVJVB1NE,10.0,10.0,0.0,False
B17CAPIT1XL__B17SPTMC5GE,B17CAPIT1XL,CSVC 17 BIG SLIDE,B17SPTMC5GE,Sportime 17 Lynbrook,B17,2,2026-02-06,2026-02-07,B17CAPIT1XL,B17CAPIT1XL,14.0,14.0,0.0,False
B17MVPVA1NE__B17TTVBC2NE,B17MVPVA1NE,MVP BOS 17 Black,B17TTVBC2NE,SLAM 17 2 Boys,B17,2,2025-11-22,2026-02-01,B17MVPVA1NE,B17MVPVA1NE,9.0,9.0,0.0,False
B18MVPVA1NE__B18SJVBC1NE,B18MVPVA1NE,MVP BOS 18 Black,B18SJVBC1NE,South County Juniors Boys 18's Blue,B18,2,2025-11-23,2026-02-06,B18SJVBC1NE,B18SJVBC1NE,-11.0,-11.0,0.0,False
B14CAPIT2XL__B14RRJVB1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14RRJVB1NE,Boston United Boys 14-1,B14,2,2026-01-18,2026-03-14,B14RRJVB1NE,B14RRJVB1NE,-18.0,-19.0,-1.0,False
B16HKJVB1NE__B16LEGIO1XL,B16HKJVB1NE,Husky 16.1,B16LEGIO1XL,TeamLVC Boys 16 Black,B16,2,2026-03-14,2026-03-15,B16LEGIO1XL,B16LEGIO1XL,-9.0,-10.0,-1.0,False
B16MCJVB1NE__B16SJJVB2NE,B16MCJVB1NE,Mill City 16's,B16SJJVB2NE,SMASH Boys 16's Fire,B16,2,2025-12-20,2026-03-14,B16MCJVB1NE,B16MCJVB1NE,8.0,7.0,-1.0,False
B16HKJVB1NE__B16RRJVB1NE,B16HKJVB1NE,Husky 16.1,B16RRJVB1NE,Boston United Boys 16 National 1,B16,2,2026-03-14,2026-03-15,B16HKJVB1NE,B16HKJVB1NE,8.0,6.0,-2.0,False
B17PVJVB3NE__B17RRJVB3NE,B17PVJVB3NE,PV Boys 17 3,B17RRJVB3NE,Boston United Boys 17 Select 1,B17,2,2026-01-17,2026-03-15,B17PVJVB3NE,B17PVJVB3NE,10.0,8.0,-2.0,False
B17SJVBC1NE__B17TTVBC1NE,B17SJVBC1NE,South County Juniors Boys 17 1,B17TTVBC1NE,SLAM 17 1 Boys,B17,2,2025-11-22,2026-03-15,B17SJVBC1NE,B17SJVBC1NE,0.0,-2.0,-2.0,False
B18CAPIT1XL__B18NESVC2NE,B18CAPIT1XL,CSVC 18 HAYSTACK,B18NESVC2NE,NE Storm 18 Squall,B18,2,2026-01-17,2026-03-15,B18CAPIT1XL,B18CAPIT1XL,14.0,12.0,-2.0,False
B18LCVBC1GE__B18PWRSP1SU,B18LCVBC1GE,Legacy Boys 18 National,B18PWRSP1SU,PSA Power 18,B18,2,2026-02-07,2026-02-08,B18PWRSP1SU,B18PWRSP1SU,-7.0,-9.0,-2.0,False
B14RRJVB1NE__B14TACCU1GE,B14RRJVB1NE,Boston United Boys 14-1,B14TACCU1GE,Accuracy 14 Champ,B14,2,2025-11-22,2025-11-23,B14TACCU1GE,B14TACCU1GE,-20.0,-23.0,-3.0,False
B16118971XX__B16MCJVB2NE,B16118971XX,Supreme 16-1,B16MCJVB2NE,Mill City 16 Royal,B16,2,2025-11-22,2026-01-31,B16118971XX,B16118971XX,30.0,27.0,-3.0,False
B16BVJVB2NE__B16HKJVB2NE,B16BVJVB2NE,Blast 16 Pyro,B16HKJVB2NE,Husky 16.2,B16,2,2026-01-31,2026-02-01,B16HKJVB2NE,B16HKJVB2NE,-8.0,-11.0,-3.0,False
B17NESVC2NE__B17TTVBC1NE,B17NESVC2NE,NE Storm 17 Landslide,B17TTVBC1NE,SLAM 17 1 Boys,B17,2,2026-01-17,2026-03-14,B17TTVBC1NE,B17TTVBC1NE,-5.0,-8.0,-3.0,False
B15DIGSV1GE__B15SPTMC5GE,B15DIGSV1GE,Digs Boys 15 Red,B15SPTMC5GE,Sportime 15 Lynbrook,B15,2,2026-02-06,2026-02-07,B15SPTMC5GE,B15SPTMC5GE,-11.0,-15.0,-4.0,False
B16LHVBC1NE__B16SJVBC1NE,B16LHVBC1NE,LHV Boys 16-1 Valiants,B16SJVBC1NE,South County Juniors Boys 16's Blue,B16,2,2026-02-07,2026-02-08,B16LHVBC1NE,B16LHVBC1NE,13.0,9.0,-4.0,False
B17NYCIV1GE__B17SJVBC1NE,B17NYCIV1GE,NYC Impact 17U National,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2,2026-02-06,2026-02-07,B17NYCIV1GE,B17NYCIV1GE,14.0,10.0,-4.0,False
B13SJJVB1NE__B14CAPIT1XL,B13SJJVB1NE,SMASH Boys 13-1,B14CAPIT1XL,CSVC 14 CASCADE,MIXED,2,2025-12-20,2026-03-15,B13SJJVB1NE,B13SJJVB1NE,16.0,11.0,-5.0,False
B13SJJVB1NE__B14RRJVB2NE,B13SJJVB1NE,SMASH Boys 13-1,B14RRJVB2NE,Boston United Boys 13 Select 1,MIXED,2,2026-01-31,2026-03-14,B13SJJVB1NE,B13SJJVB1NE,18.0,13.0,-5.0,False
B15MCJVB1NE__B15SJJVB2NE,B15MCJVB1NE,Mill City 15's,B15SJJVB2NE,SMASH Boys 15 Lightning,B15,2,2025-12-21,2026-02-01,B15MCJVB1NE,B15MCJVB1NE,13.0,8.0,-5.0,False
B16HKJVB1NE__B16MCJVB1NE,B16HKJVB1NE,Husky 16.1,B16MCJVB1NE,Mill City 16's,B16,2,2026-02-01,2026-03-15,B16HKJVB1NE,B16HKJVB1NE,16.0,11.0,-5.0,False
B16LHVBC1NE__B16MVPVA1NE,B16LHVBC1NE,LHV Boys 16-1 Valiants,B16MVPVA1NE,MVP BOS 16 Black,B16,2,2026-01-31,2026-02-06,B16MVPVA1NE,B16MVPVA1NE,-4.0,-9.0,-5.0,False
B16NYCIV2GE__B16SPTMC6GE,B16NYCIV2GE,NYC Impact 16U Travel,B16SPTMC6GE,Sportime 16 Lynbrook,B16,2,2026-02-06,2026-02-07,B16NYCIV2GE,B16NYCIV2GE,11.0,6.0,-5.0,False
B16SYRVB1XL__B16TTVBC1NE,B16SYRVB1XL,SVC 16 1 Boys,B16TTVBC1NE,SLAM 16 1 Boys,B16,2,2026-01-17,2026-01-19,B16SYRVB1XL,B16SYRVB1XL,10.0,5.0,-5.0,False
B17CAPIT1XL__B18CAPIT1XL,B17CAPIT1XL,CSVC 17 BIG SLIDE,B18CAPIT1XL,CSVC 18 HAYSTACK,MIXED,2,2026-01-18,2026-01-19,B17CAPIT1XL,B17CAPIT1XL,12.0,7.0,-5.0,False
B17HKJVB1NE__B17TTVBC1NE,B17HKJVB1NE,Husky 17.1,B17TTVBC1NE,SLAM 17 1 Boys,B17,2,2026-01-31,2026-03-14,B17HKJVB1NE,B17HKJVB1NE,13.0,8.0,-5.0,False
B18BVJVB1NE__B18HKJVB2NE,B18BVJVB1NE,Blast 18 Fire,B18HKJVB2NE,Husky 18.2,B18,2,2026-02-01,2026-03-15,B18HKJVB2NE,B18HKJVB2NE,-0.0,-5.0,-5.0,False
B18NEVBC2NE__B18RRJVB2NE,B18NEVBC2NE,NEVBC Boys 18.2,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2026-03-14,2026-03-15,B18NEVBC2NE,B18NEVBC2NE,23.0,18.0,-5.0,False
B18PVJVB1NE__B18SJJVB2NE,B18PVJVB1NE,PV Boys 18 1,B18SJJVB2NE,SMASH Boys 18's Force,B18,2,2025-12-21,2026-02-01,B18PVJVB1NE,B18PVJVB1NE,12.0,7.0,-5.0,False
B16BVJVB1NE__B16SJJVB2NE,B16BVJVB1NE,Blast 16 Inferno,B16SJJVB2NE,SMASH Boys 16's Fire,B16,2,2026-02-01,2026-03-14,B16SJJVB2NE,B16SJJVB2NE,-12.0,-18.0,-6.0,False
B16CORE11GE__B16NYCVA1GE,B16CORE11GE,CORE Boys 16 Platinum,B16NYCVA1GE,NYC VBA 16 Hudson,B16,2,2026-02-07,2026-02-08,B16CORE11GE,B16CORE11GE,12.0,6.0,-6.0,False
B16LCVBC2GE__B16SPTMC3GE,B16LCVBC2GE,Legacy Boys 16 Premier,B16SPTMC3GE,Sportime 16 3,B16,2,2026-02-06,2026-02-08,B16SPTMC3GE,B16SPTMC3GE,-3.0,-9.0,-6.0,False
B17MMVBC1NE__B17MVNER2NE,B17MMVBC1NE,Mayhem 17 1,B17MVNER2NE,Meraki VB 17 2,B17,2,2025-11-22,2026-01-31,B17MMVBC1NE,B17MMVBC1NE,19.0,13.0,-6.0,False
B17NESVC2NE__B17PVJVB2NE,B17NESVC2NE,NE Storm 17 Landslide,B17PVJVB2NE,PV Boys 17 2,B17,2,2026-01-18,2026-01-31,B17NESVC2NE,B17NESVC2NE,10.0,4.0,-6.0,False
B18BVJVB2NE__B18LHVBC2NE,B18BVJVB2NE,Blast 18 Blaze,B18LHVBC2NE,LHV Boys 18-2 Blitz,B18,2,2025-11-22,2026-01-31,B18LHVBC2NE,B18LHVBC2NE,-18.0,-24.0,-6.0,False
B14117752XX__B14MVPVA1NE,B14117752XX,ValleyVBC Elite Boys,B14MVPVA1NE,MVP BOS 14 Black,B14,2,2025-11-22,2026-01-17,B14117752XX,B14117752XX,15.0,8.0,-7.0,False
B14CAPIT1XL__B14RRJVB1NE,B14CAPIT1XL,CSVC 14 CASCADE,B14RRJVB1NE,Boston United Boys 14-1,B14,2,2026-01-17,2026-01-19,B14RRJVB1NE,B14RRJVB1NE,-7.0,-14.0,-7.0,False
B15MCJVB1NE__B15SJJVB1NE,B15MCJVB1NE,Mill City 15's,B15SJJVB1NE,SMASH Boys 15-1,B15,2,2025-12-20,2026-02-01,B15SJJVB1NE,B15SJJVB1NE,-11.0,-18.0,-7.0,False
B17LHVBC2NE__B17PVJVB2NE,B17LHVBC2NE,LHV Boys 17-2 Boom,B17PVJVB2NE,PV Boys 17 2,B17,2,2026-01-17,2026-01-31,B17PVJVB2NE,B17PVJVB2NE,-10.0,-17.0,-7.0,False
B17NEVBC1NE__B17SJJVB2NE,B17NEVBC1NE,NEVBC Boys 17.1,B17SJJVB2NE,SMASH Boys 17 Chaos,B17,2,2025-12-21,2026-01-31,B17SJJVB2NE,B17SJJVB2NE,-8.0,-15.0,-7.0,False
B16MCJVB1NE__B16NEVBC1NE,B16MCJVB1NE,Mill City 16's,B16NEVBC1NE,NEVBC Boys 16.1,B16,2,2025-12-20,2026-02-01,B16NEVBC1NE,B16NEVBC1NE,2.0,-6.0,-8.0,False
B17BVJVB1NE__B17RRJVB1NE,B17BVJVB1NE,Blast 17 Ignite,B17RRJVB1NE,Boston United Boys 17 National 1,B17,2,2025-11-23,2026-03-15,B17RRJVB1NE,B17RRJVB1NE,-9.0,-17.0,-8.0,False
B17NESVC3NE__B17RRJVB2NE,B17NESVC3NE,NE Storm 17 Wildfire,B17RRJVB2NE,Boston United Boys 17 Northeast,B17,2,2025-11-23,2026-03-14,B17RRJVB2NE,B17RRJVB2NE,-4.0,-12.0,-8.0,False
B16LIFRY1GE__B16NYCVA1GE,B16LIFRY1GE,LI Fury 16 1,B16NYCVA1GE,NYC VBA 16 Hudson,B16,2,2026-02-06,2026-02-08,B16NYCVA1GE,B16NYCVA1GE,-1.0,-10.0,-9.0,False
B16MCJVB1NE__B16TTVBC1NE,B16MCJVB1NE,Mill City 16's,B16TTVBC1NE,SLAM 16 1 Boys,B16,2,2025-11-22,2026-01-31,B16MCJVB1NE,B16MCJVB1NE,19.0,10.0,-9.0,False
B17CAPIT1XL__B17SJVBC1NE,B17CAPIT1XL,CSVC 17 BIG SLIDE,B17SJVBC1NE,South County Juniors Boys 17 1,B17,2,2026-02-07,2026-03-15,B17CAPIT1XL,B17CAPIT1XL,17.0,8.0,-9.0,False
B17DIGSV1GE__B17LCVBC1GE,B17DIGSV1GE,Digs Boys 17 Red,B17LCVBC1GE,Legacy Boys 17 National,B17,2,2026-02-06,2026-02-08,B17LCVBC1GE,B17LCVBC1GE,-9.0,-18.0,-9.0,False
B18LHVBC1NE__B18NYCVA1GE,B18LHVBC1NE,LHV Boys 18-1 Rafiki,B18NYCVA1GE,NYC VBA 18 Riverside,B18,2,2026-01-31,2026-02-07,B18LHVBC1NE,B18LHVBC1NE,8.0,-1.0,-9.0,False
B18MVPVA1NE__B18SPTMC2GE,B18MVPVA1NE,MVP BOS 18 Black,B18SPTMC2GE,Sportime 18 2,B18,2,2026-02-07,2026-02-08,B18MVPVA1NE,B18MVPVA1NE,14.0,5.0,-9.0,False
B18NESVC1NE__B18RRJVB2NE,B18NESVC1NE,NE Storm 18 Thunder,B18RRJVB2NE,Boston United Boys 18 Select 1,B18,2,2025-11-22,2026-01-18,B18NESVC1NE,B18NESVC1NE,15.0,6.0,-9.0,False
B14117752XX__B14CAPIT1XL,B14117752XX,ValleyVBC Elite Boys,B14CAPIT1XL,CSVC 14 CASCADE,B14,2,2026-01-17,2026-01-19,B14117752XX,B14117752XX,14.0,4.0,-10.0,False
B14CAPIT2XL__B14MVPVA1NE,B14CAPIT2XL,CSVC 14 SAWTEETH,B14MVPVA1NE,MVP BOS 14 Black,B14,2,2026-01-17,2026-01-19,B14MVPVA1NE,B14MVPVA1NE,-8.0,-18.0,-10.0,False
B16MVPVA1NE__B16SJJVB1NE,B16MVPVA1NE,MVP BOS 16 Black,B16SJJVB1NE,SMASH Boys 16-1,B16,2,2026-01-31,2026-02-01,B16SJJVB1NE,B16SJJVB1NE,-9.0,-19.0,-10.0,False
B14CAPIT1XL__B14SJJVB1NE,B14CAPIT1XL,CSVC 14 CASCADE,B14SJJVB1NE,SMASH Boys 14-1,B14,2,2025-12-20,2026-03-14,B14SJJVB1NE,B14SJJVB1NE,-22.0,-33.0,-11.0,False
B15MCJVB1NE__B15SJVBC1NE,B15MCJVB1NE,Mill City 15's,B15SJVBC1NE,South County Juniors Boys 15 1,B15,2,2025-11-22,2026-03-14,B15MCJVB1NE,B15MCJVB1NE,26.0,15.0,-11.0,False
B18LEGIO1XL__B18PVJVB1NE,B18LEGIO1XL,TeamLVC Boys 18 Black,B18PVJVB1NE,PV Boys 18 1,B18,2,2025-12-21,2026-01-31,B18LEGIO1XL,B18LEGIO1XL,14.0,3.0,-11.0,False
B14HKJVB1NE__B14SJJVB1NE,B14HKJVB1NE,Husky 14.1,B14SJJVB1NE,SMASH Boys 14-1,B14,2,2026-02-01,2026-03-14,B14SJJVB1NE,B14SJJVB1NE,-28.0,-40.0,-12.0,False
B16118971XX__B16LHVBC1NE,B16118971XX,Supreme 16-1,B16LHVBC1NE,LHV Boys 16-1 Valiants,B16,2,2025-11-22,2025-11-23,B16LHVBC1NE,B16LHVBC1NE,-9.0,-21.0,-12.0,False
B15NYCVA1GE__B15RRJVB1NE,B15NYCVA1GE,NYC VBA 15 Nomad,B15RRJVB1NE,Boston United Boys 15 National,B15,2,2026-02-07,2026-02-08,B15RRJVB1NE,B15RRJVB1NE,-9.0,-22.0,-13.0,False
B17CAPIT1XL__B18PVJVB2NE,B17CAPIT1XL,CSVC 17 BIG SLIDE,B18PVJVB2NE,PV Boys 18 2,MIXED,2,2025-12-20,2026-01-17,B17CAPIT1XL,B17CAPIT1XL,23.0,10.0,-13.0,False
